"age","educ","black","hisp","married","nodegr","re74","re75","y","u74","u75","z","ps"
25,12,1,0,0,0,14426.8,2409.27,19003.5663188468,0,0,0,0.344075164288959
24,10,1,0,0,1,4250.4,2421.95,8106.71231900118,0,0,0,0.365842182719747
46,8,1,0,0,1,3165.66,2594.72,6919.70374495835,0,0,0,0.455965955202715
31,12,0,0,0,0,0,2611.22,997.70008164819,1,0,1,0.579696312988376
19,11,1,0,0,1,2305.03,2615.28,6576.4109308478,0,0,1,0.368296648311886
19,8,1,0,0,1,0,2657.06,5.71328037110379,1,0,0,0.526546592369624
27,11,1,0,0,1,2206.94,2666.27,6476.69578199814,0,0,1,0.378434909058857
26,11,1,0,1,1,0,2754.65,-0.427193701082018,1,0,0,0.492517174497064
20,10,1,0,0,1,5005.73,2777.36,10004.4611294657,0,0,0,0.3596919311172
28,10,1,0,0,1,0,2836.51,1000.86858699596,1,0,1,0.492046344548338
24,12,1,0,0,0,13765.8,2842.76,21652.620436061,0,0,1,0.353661756834591
19,8,1,0,0,1,2636.35,2937.26,7641.51622889461,0,0,1,0.4331826233647
23,12,1,0,0,0,6269.34,3039.96,12479.4727441782,0,0,0,0.410975354627324
42,9,1,0,1,1,0,3058.53,3.7931680902776,1,0,0,0.562863291263511
25,13,1,0,0,0,12362.9,3090.73,21297.1834597701,0,0,1,0.348243017302414
18,9,1,0,0,1,0,3287.38,1002.76564654457,1,0,1,0.510276798378767
21,12,1,0,0,0,6473.68,3332.41,14605.8825482082,0,0,1,0.410850874860486
27,10,1,0,0,1,1001.15,3550.08,4850.95329446295,0,0,1,0.439172195360908
21,8,1,0,0,1,989.268,3695.9,3928.79778413366,0,0,0,0.481148622241852
22,9,1,0,0,1,2192.88,3836.99,8036.44751566237,0,0,1,0.43063835517295
31,4,1,0,0,1,8517.59,4023.21,19812.7443386582,0,0,1,0.520452843242292
24,10,1,0,1,1,11703.2,4078.15,23725.593630482,0,0,0,0.350781857060933
29,10,1,0,0,1,0,4398.95,1001.64521826125,1,0,1,0.511160709689904
29,12,1,0,0,0,9748.39,4878.94,24663.259046639,0,0,1,0.408907123824599
19,10,0,0,0,1,0,5324.11,0.0273825804810666,1,0,0,0.536947942600593
19,11,0,1,1,1,5424.49,5463.8,16997.247431628,0,0,0,0.316607957689892
31,9,1,0,0,1,10717,5517.84,27560.2629138905,0,0,0,0.374175394045536
22,10,1,0,1,1,1468.35,5588.66,7917.26665267942,0,0,1,0.464705355870998
21,9,1,0,0,1,6416.47,5749.33,19807.9487422156,0,0,0,0.397939509828849
17,10,1,0,0,1,1291.47,5793.85,6483.67767312899,0,0,0,0.440544721289939
26,12,1,0,1,0,8408.76,5794.83,24073.0017157537,0,0,0,0.448331683863162
20,9,0,1,0,1,12260.8,5875.05,31642.2268238223,0,0,0,0.28916408284458
19,10,1,0,0,1,4121.95,6056.75,15072.7138264798,0,0,0,0.398172369611099
26,10,1,0,0,1,25929.7,6788.96,60142.8210837892,0,0,1,0.247998278336809
28,11,1,0,0,1,1929.03,6871.86,9676.08123274609,0,0,0,0.422637208527798
22,12,0,1,1,0,492.231,7055.7,4789.74579290455,0,0,1,0.496486268477086
33,11,1,0,0,1,0,7867.92,1002.7862654962,1,0,1,0.519502697079022
22,12,0,0,0,0,6759.99,8455.5,26913.5000181706,0,0,0,0.476784282858064
29,10,0,1,0,1,0,8853.67,0.278474447870039,1,0,0,0.466761776518476
33,12,1,0,1,0,20280,10941.4,69549.7963444711,0,0,0,0.392619602101904
25,14,1,0,1,0,35040.1,11536.6,105835.378343345,0,0,0,0.222778391824014
35,9,1,0,1,1,13602.4,13830.6,61960.0364876099,0,0,0,0.422890785641361
35,8,1,0,1,1,13732.1,17976.2,75942.19469353,0,0,1,0.457909135821139
33,11,1,0,1,1,14660.7,25142.2,99227.349186869,0,0,0,0.397515361916162
23,10,1,0,0,1,0,0,-4.39996400207243,1,1,0,0.339805617104099
26,12,0,0,0,0,0,0,996.019864996064,1,1,1,0.425691535144587
22,9,1,0,0,1,0,0,994.613847869397,1,1,1,0.359548274650997
18,9,1,0,0,1,0,0,5.08592769118779,1,1,0,0.35600121143385
45,11,1,0,0,1,0,0,4.78738328803951,1,1,0,0.347114309351949
18,9,1,0,0,1,0,0,997.17142199605,1,1,1,0.35600121143385
24,8,0,0,0,1,0,0,1003.30432649899,1,1,1,0.411009567178356
34,11,1,0,1,1,0,0,-3.61237638661144,1,1,0,0.355293594562237
24,4,0,1,0,1,0,0,1.38825364843276,1,1,0,0.428573616096124
36,10,1,0,0,1,0,0,3.44990264639317,1,1,0,0.35424388680985
21,14,1,0,0,0,0,0,-3.26493437833315,1,1,0,0.353746668654342
28,9,1,0,0,1,0,0,997.508410230851,1,1,1,0.365613400137292
27,7,1,0,1,1,0,0,1001.00196842922,1,1,1,0.436664610104419
19,11,0,0,0,1,0,0,-0.278915668768715,1,1,0,0.342077013770467
20,8,1,0,0,1,0,0,997.497281732464,1,1,1,0.379950983650156
34,12,1,0,0,0,0,0,1.1495775975568,1,1,0,0.40768002343798
24,10,1,0,0,1,0,0,6.37940779764199,1,1,0,0.340750039416873
22,8,0,1,0,1,0,0,-1.88146720063059,1,1,0,0.3139100038541
25,11,1,0,0,1,0,0,995.725391091183,1,1,1,0.322247204287274
39,9,1,0,0,1,0,0,1000.78245671765,1,1,1,0.379461828143039
19,9,1,0,1,1,0,0,0.574037629483641,1,1,0,0.380956684572123
44,9,1,0,0,1,0,0,-2.58927266934317,1,1,0,0.387035748754245
27,8,1,0,0,1,0,0,-0.740511866271328,1,1,0,0.386923295397465
25,8,1,0,0,1,0,0,-3.53683987938791,1,1,0,0.384798885217737
31,10,1,0,0,1,0,0,2.40646846695912,1,1,0,0.348112587578202
34,10,1,0,1,1,0,0,1000.04690963433,1,1,1,0.375656521195087
21,7,0,1,0,1,0,0,998.563800616938,1,1,1,0.335391588852701
33,12,1,0,0,0,0,0,-4.03632318224062,1,1,0,0.40638131784729
18,10,0,1,0,1,0,0,996.825357443952,1,1,1,0.272148331635939
26,12,1,0,1,0,0,0,-2.46297672911774,1,1,0,0.423199767203654
31,12,1,0,0,0,0,0,0.294716045617829,1,1,0,0.403877433289042
35,10,1,0,0,1,0,0,-0.425942303831447,1,1,0,0.352956411202192
20,12,1,0,0,0,0,0,0.552539270254759,1,1,0,0.39218060142688
25,11,1,0,0,1,0,0,-2.22359366778333,1,1,0,0.322247204287274
25,10,1,0,0,1,0,0,-1.07705319729329,1,1,0,0.34172003264993
35,11,1,0,0,1,0,0,-1.43322085179701,1,1,0,0.333167349142403
20,10,1,0,0,1,0,0,999.704753522325,1,1,1,0.337117456456323
25,9,0,1,0,1,0,0,1003.21956878841,1,1,1,0.296347634333777
27,10,1,0,0,1,0,0,4.22641789902934,1,1,0,0.34373949824988
20,11,0,1,0,1,0,0,1003.85917245014,1,1,1,0.256537873163882
26,11,1,0,0,1,0,0,0.514701676356347,1,1,0,0.323214579031519
38,8,1,0,0,1,0,0,1003.60981822464,1,1,1,0.400741229777084
34,10,1,0,0,1,0,0,1.40083274932512,1,1,0,0.351699901363426
19,12,1,0,0,0,0,0,0.847310343654296,1,1,0,0.391272655828319
32,8,1,0,0,1,0,0,-3.33425244307843,1,1,0,0.392741577207424
20,9,0,1,0,1,0,0,1000.07016444251,1,1,1,0.292085015148076
23,10,1,0,0,1,0,0,997.930904235307,1,1,1,0.339805617104099
38,10,1,0,0,1,0,0,1003.712026599,1,1,1,0.356913053054367
24,11,1,0,0,1,0,0,1.50198257447454,1,1,0,0.32130550631166
23,11,1,0,0,1,0,0,-2.22840663559703,1,1,0,0.320388785260203
20,7,0,1,0,1,0,0,0.157457004247295,1,1,0,0.334522108695929
21,11,1,0,0,1,0,0,-1.40450837664251,1,1,0,0.318627092392105
25,10,1,0,0,1,0,0,-0.642526762390604,1,1,0,0.34172003264993
22,11,1,0,1,1,0,0,-0.157281018118305,1,1,0,0.342417897213878
23,11,1,0,0,1,0,0,1.31146390665936,1,1,0,0.320388785260203
24,12,0,0,0,0,0,0,999.296164601289,1,1,1,0.423555987076486
29,11,1,0,0,1,0,0,1005.9423362603,1,1,1,0.326276887077462
24,11,1,0,0,1,0,0,1002.0284806507,1,1,1,0.32130550631166
22,9,1,0,0,1,0,0,-3.60394353160946,1,1,0,0.359548274650997
28,11,1,0,0,1,0,0,1002.52246632274,1,1,1,0.325228857570768
18,10,0,1,0,1,0,0,3.82153187505383,1,1,0,0.272148331635939
26,10,1,0,0,1,0,0,993.115878076046,1,1,1,0.342716304571065
25,10,1,0,0,1,0,0,1.92398745667695,1,1,0,0.34172003264993
24,10,1,0,0,1,0,0,0.0881472295868622,1,1,0,0.340750039416873
26,5,1,0,0,1,0,0,3.38051598809312,1,1,0,0.468566654807615
36,10,1,0,0,1,0,0,0.330282303332075,1,1,0,0.35424388680985
22,11,1,0,0,1,0,0,997.823183238287,1,1,1,0.319496267710665
25,12,1,0,0,0,0,0,1.52508786203077,1,1,0,0.397084614072372
27,11,1,0,0,1,0,0,-2.38684812189332,1,1,0,0.324208268373581
29,8,1,0,0,1,0,0,-1.77216181175469,1,1,0,0.389161635612367
24,12,1,0,0,0,0,0,5.01525350769739,1,1,0,0.396052017337455
22,10,1,0,0,1,0,0,-0.166285688805905,1,1,0,0.338885981309006
24,7,1,0,0,1,0,0,-3.11923629347404,1,1,0,0.408169049280368
29,12,1,0,0,0,0,0,-1.41601609549394,1,1,0,0.401495751143839
25,11,0,1,1,1,0,0,-1.16747327256403,1,1,0,0.280907685742008
30,12,1,0,0,0,0,0,2.25755408865933,1,1,0,0.402671518763703
22,8,1,0,0,1,0,0,1.9108960793017,1,1,0,0.381814785532959
55,3,1,0,0,1,0,0,4.97594968267267,1,1,0,0.595474379337668
20,10,1,0,0,1,0,0,-3.7752587194007,1,1,0,0.337117456456323
34,11,1,0,0,1,0,0,-4.42065511551871,1,1,0,0.331945146304007
22,12,1,0,0,0,0,0,-4.16058042467834,1,1,0,0.394066267546413
32,12,0,1,1,0,0,0,1.91401301112912,1,1,0,0.358771154975662
31,10,1,0,0,1,0,0,-2.16647695480174,1,1,0,0.348112587578202
18,9,1,0,0,1,0,0,2.9960053075766,1,1,0,0.35600121143385
50,10,0,1,0,1,0,0,0.462879852975971,1,1,0,0.308327383188452
25,11,1,0,1,1,0,0,3.60714067960031,1,1,0,0.345266059827109
23,10,1,0,1,1,0,0,-0.3844532044979,1,1,0,0.363406197033447
38,10,1,0,0,1,0,0,1000.45576436511,1,1,1,0.356913053054367
25,10,1,0,1,1,0,0,2.99565915211238,1,1,0,0.365379987794094
42,10,1,0,0,1,0,0,1.50369978737736,1,1,0,0.362636758378738
39,12,1,0,1,0,0,0,-0.788856209668207,1,1,0,0.439988345280229
34,13,1,0,1,0,0,0,-3.05824536599603,1,1,0,0.412287974251962
24,7,1,0,0,1,0,0,0.0636310875631961,1,1,0,0.408169049280368
32,11,1,0,0,1,0,0,999.813895175887,1,1,1,0.329590477745829
27,13,1,0,0,0,0,0,3.9557452927143,1,1,0,0.379148664028924
26,10,1,0,0,1,0,0,1000.00902436813,1,1,1,0.342716304571065
44,11,1,0,0,1,0,0,1001.04819489635,1,1,1,0.345573941637155
25,11,1,0,0,1,0,0,-0.0344834231878812,1,1,0,0.322247204287274
25,12,1,0,0,0,0,0,998.259143340713,1,1,1,0.397084614072372
28,12,1,0,1,0,0,0,1003.546882551,1,1,1,0.425445451849068
32,10,1,0,0,1,0,0,2.51235839269405,1,1,0,0.34927836620102
22,10,1,0,0,1,0,0,3.68132127099077,1,1,0,0.338885981309006
19,9,1,0,0,1,0,0,-0.0264367580088197,1,1,0,0.356855252605454
31,10,1,0,1,1,0,0,3.2552504287501,1,1,0,0.37196505182976
23,11,1,0,0,1,0,0,3.05997712002519,1,1,0,0.320388785260203
33,11,1,0,0,1,0,0,-3.84475831120785,1,1,0,0.330752980977199
27,10,1,0,0,1,0,0,-3.43566834330166,1,1,0,0.34373949824988
29,11,1,0,1,1,0,0,999.782240088998,1,1,1,0.349435182912449
23,10,1,0,0,1,0,0,-2.75572052890871,1,1,0,0.339805617104099
25,9,1,0,1,1,0,0,-1.78775992285,1,1,0,0.386712755685547
25,10,1,0,0,1,0,0,1.81179635727017,1,1,0,0.34172003264993
24,10,1,0,0,1,0,0,997.837149043421,1,1,1,0.340750039416873
28,8,0,0,0,1,0,0,5.17006837544742,1,1,0,0.415357917514548
26,6,1,0,0,1,0,0,1000.16410821298,1,1,1,0.437493374553272
30,14,1,0,1,0,0,0,5.56805445437565,1,1,0,0.387186430949208
25,10,1,0,1,1,0,0,-1.33963591930462,1,1,0,0.365379987794094
29,11,1,0,1,1,0,0,-2.09045955376992,1,1,0,0.349435182912449
25,12,1,0,1,0,0,0,1001.05469232019,1,1,1,0.422119787162802
28,13,1,0,0,0,0,0,-4.42141638051525,1,1,0,0.38024488984594
23,11,1,0,0,1,0,0,2.2119828583996,1,1,0,0.320388785260203
54,11,1,0,0,1,0,0,1002.95869691021,1,1,1,0.362510565670385
33,5,0,1,0,1,0,0,999.02202027865,1,1,1,0.403309812847292
20,8,1,0,0,1,0,0,-1.63495250715738,1,1,0,0.379950983650156
45,9,1,0,0,1,0,0,1000.58306697669,1,1,1,0.388651172397951
39,6,1,0,0,1,0,0,-2.27562840593971,1,1,0,0.454402278517598
26,12,1,0,0,0,0,0,-1.49830631422515,1,1,0,0.398144672396744
23,10,1,0,0,1,0,0,996.728693125799,1,1,1,0.339805617104099
27,12,0,0,0,0,0,0,-3.55884961115691,1,1,0,0.426801596037172
33,9,0,1,1,1,0,0,-4.03511251986993,1,1,0,0.326838524391302
25,10,1,0,1,1,0,0,-2.29475617027239,1,1,0,0.365379987794094
23,8,1,0,0,1,0,0,1.23604203962797,1,1,0,0.38278346642188
18,8,1,0,0,1,0,0,-4.73856747978829,1,1,0,0.378177765792588
17,8,1,0,0,1,0,0,3.63807371804374,1,1,0,0.37732165669209
19,9,0,1,0,1,0,0,1005.65357874541,1,1,1,0.291297744607748
18,8,0,1,0,1,0,0,1001.63013805397,1,1,1,0.310594829594484
18,11,1,0,0,1,0,0,1001.12289540363,1,1,1,0.316149282716824
17,11,1,0,0,1,0,0,-1.22848005283776,1,1,0,0.315362377685162
19,10,1,0,0,1,0,0,-0.902769762739199,1,1,0,0.336266463604838
19,10,1,0,0,1,0,0,-0.890030285024716,1,1,0,0.336266463604838
18,9,1,0,0,1,0,0,1002.01307821869,1,1,1,0.35600121143385
18,9,1,0,0,1,0,0,3.30877311179513,1,1,0,0.35600121143385
18,10,1,0,0,1,0,0,996.602578959216,1,1,1,0.335435997266837
17,10,1,0,0,1,0,0,-0.164663975255872,1,1,0,0.334624577127142
18,7,1,0,0,1,0,0,1.1800133348859,1,1,0,0.402445441032539
18,11,1,0,0,1,0,0,-10.8929675781023,1,1,0,0.316149282716824
19,10,0,1,0,1,0,0,-1.34611354884265,1,1,0,0.27288645086328
18,9,1,0,0,1,0,0,2.2676814599485,1,1,0,0.35600121143385
17,10,1,0,0,1,0,0,0.206826400389534,1,1,0,0.334624577127142
17,10,1,0,0,1,0,0,-0.0172703595449734,1,1,0,0.334624577127142
19,11,1,0,0,1,0,0,998.569014963617,1,1,1,0.316954772927168
17,8,0,0,0,1,0,0,-1.45486177298086,1,1,0,0.404395846494395
18,10,1,0,0,1,0,0,1001.53744583255,1,1,1,0.335435997266837
18,9,1,0,0,1,0,0,-0.53772205131698,1,1,0,0.35600121143385
17,8,1,0,0,1,0,0,-2.90975520255279,1,1,0,0.37732165669209
19,6,0,1,0,1,0,0,997.967457358584,1,1,1,0.358896813452679
19,10,0,0,0,1,0,0,3.23069728891684,1,1,0,0.362107908514292
17,11,0,0,0,1,0,0,-1.23874273886643,1,1,0,0.340421307383414
20,9,1,0,0,1,0,0,-2.25157977246794,1,1,0,0.357730267252286
17,9,1,0,0,1,0,0,0.73713883127358,1,1,0,0.355166630728625
17,10,1,0,0,1,0,0,-2.65717137943365,1,1,0,0.334624577127142
17,9,1,0,0,1,0,0,-2.49117116201815,1,1,0,0.355166630728625
19,11,1,0,0,1,0,0,1001.15452304618,1,1,1,0.316954772927168
19,10,1,0,1,1,0,0,1002.12875417817,1,1,1,0.359755183153758
20,9,1,0,0,1,0,0,-0.978813869771767,1,1,0,0.357730267252286
18,9,1,0,0,1,0,0,995.162089727783,1,1,1,0.35600121143385
18,11,1,0,0,1,0,0,-0.975606618732285,1,1,0,0.316149282716824
17,10,0,1,0,1,0,0,2.58896614539641,1,1,0,0.271427476784785
19,11,1,0,0,1,0,0,0.164842153890184,1,1,0,0.316954772927168
17,10,1,0,0,1,0,0,997.821914042556,1,1,1,0.334624577127142
17,9,0,1,0,1,0,0,0.922846398169991,1,1,0,0.289779565186601
18,10,1,0,0,1,0,0,1004.43366086294,1,1,1,0.335435997266837
